rank,waku,umaban,horse_name,horse_id,sex_age,kinryo,jockey,jockey_id,time,diff,passing,last_3f,odds,popularity,horse_weight,trainer,trainer_id,race_id,date,place,surface,distance,track_condition
4,2,4,コーティアスマナー,2021110039,牝3,55.0,川田将雅,1088,1:08.6,ハナ,9-5,33.5,5.2,2.0,450(+2),[西]高橋義忠,1129,202408060712,2024-11-23,京都,芝,1200.0,良
5,7,14,ワンダーキサラ,2019102458,牝5,56.0,太宰啓介,1037,1:08.6,クビ,2-2,34.2,7.4,4.0,462(-2),[西]石橋守,1140,202408060712,2024-11-23,京都,芝,1200.0,良
6,5,9,メイショウミリオレ,2021103278,牝3,53.0,高杉吏麒,1213,1:08.7,クビ,11-11,33.2,12.6,6.0,488(+2),[西]藤岡健一,1062,202408060712,2024-11-23,京都,芝,1200.0,良
7,6,11,イグニション,2020103898,牡4,58.0,松山弘平,1126,1:08.7,クビ,3-3,34.1,17.9,8.0,468(+8),[西]畑端省吾,1188,202408060712,2024-11-23,京都,芝,1200.0,良
8,8,15,バンドシェル,2021102461,牡3,57.0,Ｃ．デム,5473,1:08.8,クビ,9-10,33.4,2.9,1.0,480(-2),[西]西村真幸,1148,202408060712,2024-11-23,京都,芝,1200.0,良
9,5,10,エイムインライフ,2020110068,牝4,56.0,酒井学,1034,1:08.9,3/4,1-1,34.6,19.1,9.0,470(-4),[西]角田晃一,1121,202408060712,2024-11-23,京都,芝,1200.0,良
10,3,5,スマートルシーダ,2018100097,牡6,56.0,吉村誠之,1216,1:09.1,1,13-14,33.2,65.2,10.0,470(+14),[西]音無秀孝,1002,202408060712,2024-11-23,京都,芝,1200.0,良
11,4,7,ヴィアドロローサ,2019101679,牡5,58.0,北村友一,1102,1:09.3,1.1/4,13-13,33.5,155.3,15.0,448(+2),[西]高橋一哉,1206,202408060712,2024-11-23,京都,芝,1200.0,良
12,1,1,カリーシ,2021105833,牝3,55.0,西村淳也,1171,1:09.3,クビ,6-7,34.2,16.8,7.0,446(-2),[東]武井亮,1147,202408060712,2024-11-23,京都,芝,1200.0,良
13,6,12,アンビバレント,2020102140,牡4,58.0,池添謙一,1032,1:09.4,3/4,12-11,33.7,107.7,13.0,464(-2),[西]藤野健太,1200,202408060712,2024-11-23,京都,芝,1200.0,良
14,1,2,メイショウコギク,2020106737,牝4,56.0,団野大成,1180,1:09.5,1/2,15-14,33.4,94.1,11.0,464(+2),[西]石橋守,1140,202408060712,2024-11-23,京都,芝,1200.0,良
15,8,16,トリップトゥムーン,2019103193,牡5,57.0,松本大輝,1191,1:09.5,ハナ,7-7,34.3,126.4,14.0,446(-2),[西]新谷功一,1172,202408060712,2024-11-23,京都,芝,1200.0,良
取,2,3,エンプレスペイ,2020103779,牝4,54.0,永島まな,1187,,,,,---,,計不,[西]小栗実,1194,202408060712,2024-11-23,京都,芝,1200.0,良
1,6,11,ヘルヴェティオス,2022104619,牡2,56.0,ビュイッ,5495,1:26.6,,6-3,36.6,2.8,1.0,440(-2),[東]金成貴史,1132,202405050801,2024-11-24,東京,ダート,1400.0,良
2,8,16,スリーソング,2022103777,牡2,56.0,横山武史,1170,1:26.9,1.1/2,4-3,37.0,2.9,2.0,462(0),[東]伊藤圭三,1023,202405050801,2024-11-24,東京,ダート,1400.0,良
3,5,10,ショウナンカチドキ,2022101258,牡2,56.0,柴田善臣,641,1:26.9,クビ,1-2,37.2,7.3,4.0,452(-2),[東]久保田貴,1067,202405050801,2024-11-24,東京,ダート,1400.0,良
4,2,3,クリプトス,2022101637,牡2,56.0,丹内祐次,1091,1:26.9,アタマ,4-3,37.0,301.7,13.0,480(+2),[東]和田勇介,1165,202405050801,2024-11-24,東京,ダート,1400.0,良
5,7,14,キャストロププ,2022100749,牡2,53.0,石田拓郎,1203,1:27.3,2.1/2,12-9,36.9,17.8,6.0,504(+16),[東]尾形和幸,1141,202405050801,2024-11-24,東京,ダート,1400.0,良
6,3,5,ロンデシャッセ,2022101662,牡2,56.0,マーカン,5626,1:28.0,4,6-7,37.7,29.6,7.0,452(0),[東]加藤征弘,1059,202405050801,2024-11-24,東京,ダート,1400.0,良
7,6,12,ジルクン,2022101022,牡2,52.0,小林美駒,1206,1:28.0,ハナ,8-9,37.6,296.4,12.0,408(+14),[東]鈴木慎太,1179,202405050801,2024-11-24,東京,ダート,1400.0,良
8,2,4,ルージュアマリア,2022105762,牝2,55.0,菅原明良,1179,1:28.0,クビ,3-3,38.0,38.0,8.0,400(-6),[東]黒岩陽一,1133,202405050801,2024-11-24,東京,ダート,1400.0,良
9,1,2,シアワセデスカ,2022102403,牝2,55.0,田辺裕信,1075,1:28.1,1/2,8-7,37.9,71.7,9.0,432(-6),[東]蛯名正義,1191,202405050801,2024-11-24,東京,ダート,1400.0,良
10,7,13,アイアムイチバン,2022103183,牡2,56.0,戸崎圭太,5386,1:28.4,2,8-9,38.0,4.9,3.0,508(-2),[東]奥平雅士,1074,202405050801,2024-11-24,東京,ダート,1400.0,良
11,4,8,エコロルキナ,2022101341,牝2,55.0,松山弘平,1126,1:28.7,1.1/2,8-12,38.2,72.9,10.0,474(+12),[東]矢野英一,1108,202405050801,2024-11-24,東京,ダート,1400.0,良
12,5,9,ジークマインド,2022107319,牝2,52.0,石神深道,1209,1:29.2,3.1/2,14-13,38.2,436.8,14.0,456(+2),[東]和田雄二,1143,202405050801,2024-11-24,東京,ダート,1400.0,良
13,4,7,コスモシンテイ,2022106782,牝2,55.0,野中悠太,1158,1:29.3,1/2,15-13,38.4,96.0,11.0,496(0),[東]金成貴史,1132,202405050801,2024-11-24,東京,ダート,1400.0,良
14,1,1,ズットマツモト,2022106587,牝2,55.0,長岡禎仁,1142,1:29.8,2.1/2,2-1,40.2,17.1,5.0,450(-2),[東]竹内正洋,1152,202405050801,2024-11-24,東京,ダート,1400.0,良
15,3,6,アカデミズム,2022106759,牝2,55.0,柴田大知,1009,1:30.1,2,16-16,38.5,608.7,16.0,440(0),[東]佐藤吉勝,1035,202405050801,2024-11-24,東京,ダート,1400.0,良
16,8,15,エスパノーラ,2022105675,牝2,55.0,原田和真,1143,1:30.3,1.1/2,12-13,39.3,449.0,15.0,468(-18),[東]池上昌和,1150,202405050801,2024-11-24,東京,ダート,1400.0,良
1,7,13,ブルーベリーフィズ,2022104815,牝2,55.0,ビュイッ,5495,1:34.5,,5-3,34.5,2.0,1.0,480(-2),[東]木村哲也,1126,202405050802,2024-11-24,東京,芝,1600.0,良
2,8,18,グロスビーク,2022104608,牡2,56.0,ルメール,5339,1:34.6,クビ,10-9,34.0,2.5,2.0,470(+4),[東]田中博康,1162,202405050802,2024-11-24,東京,芝,1600.0,良
3,2,4,サーマル,2022102835,牡2,56.0,吉田豊,733,1:34.9,1.3/4,13-11,34.0,12.3,4.0,430(+6),[東]高橋文雅,1134,202405050802,2024-11-24,東京,芝,1600.0,良
4,7,14,ハーフェン,2022100614,牝2,55.0,横山武史,1170,1:35.3,2.1/2,2-1,35.7,18.2,5.0,406(0),[東]新開幸一,1116,202405050802,2024-11-24,東京,芝,1600.0,良
5,3,6,ヴォルヴァ,2022104324,牝2,52.0,石田拓郎,1203,1:35.4,1/2,15-15,34.1,185.5,12.0,418(+6),[東]尾形和幸,1141,202405050802,2024-11-24,東京,芝,1600.0,良
6,5,10,アサクサグレース,2022100547,牝2,55.0,坂井瑠星,1163,1:35.4,クビ,5-7,35.1,10.3,3.0,460(+2),[東]戸田博文,1054,202405050802,2024-11-24,東京,芝,1600.0,良
7,8,17,ガーネットウインク,2022100417,牝2,55.0,横山和生,1140,1:35.7,2,8-7,35.3,18.5,6.0,492(0),[東]小西一男,405,202405050802,2024-11-24,東京,芝,1600.0,良
8,4,8,マロンカラノテガミ,2022101005,牝2,55.0,津村明秀,1092,1:35.9,1,8-9,35.3,108.4,9.0,412(0),[東]清水英克,1080,202405050802,2024-11-24,東京,芝,1600.0,良
9,6,12,ユイノガリクソン,2022103997,牡2,56.0,長岡禎仁,1142,1:36.1,1.1/2,10-11,35.2,139.4,10.0,422(+4),[東]深山雅史,1174,202405050802,2024-11-24,東京,芝,1600.0,良
10,8,16,ドリフトウッド,2022103317,牡2,56.0,丸田恭介,1117,1:36.6,3,15-15,35.4,580.5,17.0,446(+2),[東]南田美知,437,202405050802,2024-11-24,東京,芝,1600.0,良
11,1,2,ニシノヒルブライト,2022101172,牝2,55.0,田辺裕信,1075,1:36.7,1/2,12-11,35.9,34.0,7.0,468(-2),[東]稲垣幸雄,1167,202405050802,2024-11-24,東京,芝,1600.0,良
12,5,9,ロケットバディー,2022101235,牝2,55.0,鮫島克駿,1157,1:36.8,3/4,2-3,36.8,271.2,14.0,410(-4),[東]斎藤誠,1086,202405050802,2024-11-24,東京,芝,1600.0,良
13,1,1,テンミラージュ,2022105414,牝2,55.0,内田博幸,422,1:37.0,1,13-14,35.9,75.0,8.0,442(-4),[東]深山雅史,1174,202405050802,2024-11-24,東京,芝,1600.0,良
14,3,5,コスモヴェントゥス,2022106802,牡2,56.0,木幡巧也,1162,1:37.3,2,5-5,37.1,414.1,16.0,438(+8),[東]宗像義忠,420,202405050802,2024-11-24,東京,芝,1600.0,良
15,2,3,マミーブルー,2022100958,牝2,55.0,大野拓弥,1096,1:37.7,2.1/2,17-17,35.9,347.0,15.0,442(-2),[東]杉浦宏昭,1008,202405050802,2024-11-24,東京,芝,1600.0,良
16,7,15,シュガープリンセス,2022107296,牝2,55.0,岩部純二,726,1:37.7,クビ,18-17,35.9,584.8,18.0,432(+4),[東]萱野浩二,1024,202405050802,2024-11-24,東京,芝,1600.0,良
17,4,7,ヒタムキ,2022105295,牝2,55.0,丹内祐次,1091,1:38.6,5,1-2,39.0,164.1,11.0,440(+4),[東]鈴木慎太,1179,202405050802,2024-11-24,東京,芝,1600.0,良
18,6,11,スカイスクレイパー,2022103074,牡2,56.0,菊沢一樹,1161,1:40.8,大,2-5,40.7,254.4,13.0,496(+2),[東]矢野英一,1108,202405050802,2024-11-24,東京,芝,1600.0,良
1,8,16,ダンツファイター,2022102982,牡2,56.0,マーカン,5626,1:38.2,,4-5,36.1,5.4,2.0,560(-2),[東]蛯名正義,1191,202405050803,2024-11-24,東京,ダート,1600.0,良
2,3,5,ミュークチェルシー,2022104452,牝2,55.0,吉田豊,733,1:38.6,2.1/2,1-1,37.1,45.8,10.0,462(-8),[東]稲垣幸雄,1167,202405050803,2024-11-24,東京,ダート,1600.0,良
3,6,12,ハクシンブライアン,2022106975,牡2,56.0,大野拓弥,1096,1:38.9,1.1/2,10-9,36.4,7.0,6.0,488(0),[東]松山将樹,1100,202405050803,2024-11-24,東京,ダート,1600.0,良
4,6,11,マルセルテソーロ,2022102262,牡2,56.0,川田将雅,1088,1:39.2,1.3/4,2-2,37.4,5.9,3.0,472(+2),[東]嘉藤貴行,1195,202405050803,2024-11-24,東京,ダート,1600.0,良
5,1,2,ショウナンヤッホー,2022104605,牡2,56.0,坂井瑠星,1163,1:39.2,クビ,4-2,37.3,6.0,5.0,480(-6),[東]栗田徹,1127,202405050803,2024-11-24,東京,ダート,1600.0,良
6,8,15,エルオレンス,2022101060,牡2,53.0,石神深道,1209,1:39.3,クビ,2-2,37.4,28.7,9.0,480(0),[東]深山雅史,1174,202405050803,2024-11-24,東京,ダート,1600.0,良
7,7,13,ピカピカサンダー,2022105979,牡2,56.0,戸崎圭太,5386,1:39.3,ハナ,8-7,36.9,4.4,1.0,476(-2),[東]鹿戸雄一,1097,202405050803,2024-11-24,東京,ダート,1600.0,良
8,2,4,ロンパイア,2022103708,牡2,56.0,丹内祐次,1091,1:39.5,1,10-12,36.7,62.8,11.0,478(+8),[東]尾関知人,1103,202405050803,2024-11-24,東京,ダート,1600.0,良
9,5,9,ファンタイムギフト,2022102378,牡2,56.0,石川裕紀,1150,1:39.6,1,13-12,36.8,6.0,4.0,512(+10),[東]相沢郁,1020,202405050803,2024-11-24,東京,ダート,1600.0,良
10,7,14,ジーティーパリス,2022106730,牡2,56.0,横山武史,1170,1:40.9,8,6-5,38.7,13.5,7.0,496(-6),[東]千葉直人,1199,202405050803,2024-11-24,東京,ダート,1600.0,良
11,4,7,ニコ,2022103336,牝2,55.0,丸田恭介,1117,1:41.0,3/4,10-9,38.5,354.5,13.0,406(-6),[東]大和田成,1124,202405050803,2024-11-24,東京,ダート,1600.0,良
12,1,1,ソラノキャンバス,2022100083,牡2,53.0,長浜鴻緒,1214,1:41.5,3,14-14,38.5,22.8,8.0,428(+4),[東]武井亮,1147,202405050803,2024-11-24,東京,ダート,1600.0,良
13,3,6,シキ,2022104046,牡2,56.0,菊沢一樹,1161,1:42.9,8,6-7,40.6,417.9,14.0,486(+8),[東]勢司和浩,1047,202405050803,2024-11-24,東京,ダート,1600.0,良
14,4,8,ラブスノー,2022107257,牝2,55.0,松岡正海,1085,1:43.0,1,16-15,39.8,246.0,12.0,454(-2),[東]蛯名利弘,1131,202405050803,2024-11-24,東京,ダート,1600.0,良
15,5,10,ダイタヴァルキリー,2022107358,牝2,55.0,柴田大知,1009,1:43.9,5,15-15,40.6,480.7,15.0,470(+6),[東]和田雄二,1143,202405050803,2024-11-24,東京,ダート,1600.0,良
16,2,3,カシノベティ,2022109130,牝2,52.0,土田真翔,1198,1:44.3,2.1/2,8-9,41.7,680.7,16.0,430(+4),[東]和田雄二,1143,202405050803,2024-11-24,東京,ダート,1600.0,良
1,5,6,ウィクトルウェルス,2022104655,牡2,56.0,ルメール,5339,2:01.7,,2-2-1,33.9,2.5,1.0,508(+10),[東]宮田敬介,1175,202405050804,2024-11-24,東京,芝,2000.0,良
2,6,8,ヘヴンウィンド,2022101761,牡2,56.0,ムーア,5366,2:01.8,1,4-3-3,33.7,2.8,2.0,470(+8),[東]黒岩陽一,1133,202405050804,2024-11-24,東京,芝,2000.0,良
3,4,4,ガンバルマン,2022101307,牡2,55.0,原優介,1184,2:02.3,3,7-5-5,33.9,4.1,3.0,466(+12),[東]萱野浩二,1024,202405050804,2024-11-24,東京,芝,2000.0,良
4,5,5,ホウオウスターツ,2022103528,牡2,56.0,北村宏司,1043,2:02.9,3.1/2,2-3-4,34.7,120.6,8.0,470(-2),[東]池上昌和,1150,202405050804,2024-11-24,東京,芝,2000.0,良
5,7,9,マイネルフィスキオ,2022106822,牡2,56.0,マーカン,5626,2:03.3,2.1/2,9-8-8,34.7,66.7,7.0,420(+4),[東]佐藤吉勝,1035,202405050804,2024-11-24,東京,芝,2000.0,良
6,2,2,アイスフィールド,2022103330,牡2,56.0,丸田恭介,1117,2:03.5,1.1/4,6-5-5,35.1,217.6,9.0,438(-4),[東]西田雄一,1187,202405050804,2024-11-24,東京,芝,2000.0,良
7,1,1,デビューフライト,2022105123,牝2,55.0,菅原明良,1179,2:03.6,1,4-5-5,35.2,5.8,4.0,412(-2),[東]小島茂之,1068,202405050804,2024-11-24,東京,芝,2000.0,良
8,6,7,エポカリーナ,2022107233,牡2,56.0,木幡巧也,1162,2:03.8,1.1/4,10-10-8,35.1,436.4,11.0,450(-6),[東]土田稔,417,202405050804,2024-11-24,東京,芝,2000.0,良
9,7,10,マーゴットフェスタ,2022103738,牡2,56.0,石橋脩,1077,2:04.7,5,10-11-11,35.7,48.6,6.0,464(+2),[東]伊坂重信,1177,202405050804,2024-11-24,東京,芝,2000.0,良
10,8,11,タッチザシーリング,2022105393,牝2,55.0,ビュイッ,5495,2:05.6,5,1-1-2,37.7,23.0,5.0,430(+4),[東]菊川正達,1052,202405050804,2024-11-24,東京,芝,2000.0,良
11,3,3,ビップマリン,2022102417,牝2,55.0,菊沢一樹,1161,2:06.4,5,7-8-10,37.6,322.8,10.0,390(0),[東]高柳瑞樹,1118,202405050804,2024-11-24,東京,芝,2000.0,良
12,8,12,ジュンアベリアシノ,2022104406,牡2,56.0,伊藤工真,1119,2:08.6,大,12-12-12,39.0,583.1,12.0,460(0),[東]伊坂重信,1177,202405050804,2024-11-24,東京,芝,2000.0,良
1,6,11,リアライズカミオン,2022105702,牡2,56.0,ムーア,5366,1:38.7,,4-3,36.9,2.7,2.0,508(0),[東]堀宣行,1070,202405050805,2024-11-24,東京,ダート,1600.0,良
2,7,13,オーケーマヒナ,2022100432,牝2,55.0,石川裕紀,1150,1:39.4,4,6-3,37.5,6.7,3.0,470(0),[東]相沢郁,1020,202405050805,2024-11-24,東京,ダート,1600.0,良
3,1,2,デルマアポロニア,2022105457,牝2,55.0,松岡正海,1085,1:40.4,6,1-1,39.2,24.7,4.0,466(0),[東]蛯名正義,1191,202405050805,2024-11-24,東京,ダート,1600.0,良
4,5,9,ブランディストック,2022105219,牡2,56.0,鮫島克駿,1157,1:41.2,5,6-7,39.0,37.0,7.0,482(0),[東]辻哲英,1182,202405050805,2024-11-24,東京,ダート,1600.0,良
5,6,12,キタノブレイク,2022102486,牡2,56.0,丹内祐次,1091,1:41.3,クビ,14-10,38.3,98.8,11.0,476(0),[東]本間忍,1056,202405050805,2024-11-24,東京,ダート,1600.0,良
6,2,4,キャンディブーケ,2022103932,牝2,51.0,小林美駒,1206,1:41.3,クビ,10-3,39.4,74.3,9.0,426(0),[東]鈴木伸尋,1026,202405050805,2024-11-24,東京,ダート,1600.0,良
7,7,14,ミュージックマン,2022100397,牡2,56.0,杉原誠人,1135,1:41.7,2,8-8,39.1,109.8,13.0,454(0),[東]大和田成,1124,202405050805,2024-11-24,東京,ダート,1600.0,良
8,5,10,ミルキーハニー,2022104008,牝2,55.0,石橋脩,1077,1:42.6,5,12-8,40.0,108.6,12.0,466(0),[東]尾形和幸,1141,202405050805,2024-11-24,東京,ダート,1600.0,良
9,3,6,アクロスザリバー,2022100481,牡2,53.0,長浜鴻緒,1214,1:43.1,3,15-13,39.3,35.3,6.0,434(0),[東]田島俊明,1112,202405050805,2024-11-24,東京,ダート,1600.0,良
10,3,5,ドラゴンテイラー,2022110138,牡2,56.0,Ｃ．デム,5473,1:43.3,1.1/4,12-10,40.3,1.9,1.0,514(0),[西]藤原英昭,1055,202405050805,2024-11-24,東京,ダート,1600.0,良
11,1,1,タイキアベンチュラ,2022103140,牡2,56.0,柴田大知,1009,1:43.4,1/2,16-15,39.3,157.9,15.0,528(0),[東]伊藤大士,1109,202405050805,2024-11-24,東京,ダート,1600.0,良
12,4,7,ブラックウェル,2022101239,牝2,55.0,内田博幸,422,1:44.6,7,4-3,42.7,125.0,14.0,432(0),[東]武市康男,1089,202405050805,2024-11-24,東京,ダート,1600.0,良
13,8,16,レイワエポック,2022110072,牝2,52.0,石田拓郎,1203,1:44.7,1/2,2-2,43.1,30.6,5.0,430(0),[西]高柳大輔,1159,202405050805,2024-11-24,東京,ダート,1600.0,良
14,2,3,ブレイクバウンズ,2022105592,牡2,56.0,菅原明良,1179,1:45.0,1.1/2,10-13,41.2,40.0,8.0,486(0),[東]林徹,1163,202405050805,2024-11-24,東京,ダート,1600.0,良
15,8,15,モンドエトワール,2022109007,牝2,55.0,菊沢一樹,1161,1:47.8,大,8-10,44.7,254.8,16.0,422(0),[東]和田雄二,1143,202405050805,2024-11-24,東京,ダート,1600.0,良
16,4,8,カツノトゥウェルヴ,2022101055,牝2,54.0,原優介,1184,1:49.0,7,3-15,44.9,96.3,10.0,480(0),[東]伊藤伸一,1031,202405050805,2024-11-24,東京,ダート,1600.0,良
1,5,6,ジュタ,2022104813,牡2,56.0,坂井瑠星,1163,1:48.0,,4-4-4,34.2,5.2,3.0,504(0),[西]矢作芳人,1075,202405050806,2024-11-24,東京,芝,1800.0,良
2,1,1,オプレントジュエル,2022105365,牝2,55.0,川田将雅,1088,1:48.3,1.3/4,2-1-1,34.9,4.8,2.0,520(0),[東]田村康仁,1027,202405050806,2024-11-24,東京,芝,1800.0,良
3,6,8,カンピドリオ,2022105129,牡2,56.0,スミヨン,5271,1:48.3,クビ,8-6-6,34.3,3.0,1.0,482(0),[西]中内田充,1137,202405050806,2024-11-24,東京,芝,1800.0,良
4,8,12,ライノ,2022105022,牡2,56.0,Ｃ．デム,5473,1:48.6,2,5-4-4,34.8,7.5,5.0,518(0),[西]高野友和,1117,202405050806,2024-11-24,東京,芝,1800.0,良
5,5,7,レヴーズマン,2022104782,牡2,56.0,ルメール,5339,1:48.7,クビ,8-8-8,34.4,6.2,4.0,442(0),[東]手塚貴久,1038,202405050806,2024-11-24,東京,芝,1800.0,良
6,3,3,ダブルイーグル,2022105005,牡2,56.0,マーカン,5626,1:48.9,1,6-6-7,34.8,8.0,6.0,504(0),[東]国枝栄,399,202405050806,2024-11-24,東京,芝,1800.0,良
7,7,11,トレサフィール,2022102174,牡2,56.0,武豊,666,1:48.9,クビ,12-13-12,34.1,23.5,7.0,472(0),[東]稲垣幸雄,1167,202405050806,2024-11-24,東京,芝,1800.0,良
8,4,5,タイセイグレーター,2022103985,牡2,56.0,横山和生,1140,1:48.9,ハナ,10-10-10,34.4,43.4,8.0,466(0),[東]奥村武,1145,202405050806,2024-11-24,東京,芝,1800.0,良
9,8,13,アウスラフラッグ,2022100638,牝2,55.0,横山武史,1170,1:49.6,4,6-9-9,35.2,87.5,10.0,460(0),[東]高柳瑞樹,1118,202405050806,2024-11-24,東京,芝,1800.0,良
10,6,9,アックラマーレ,2022104446,牝2,55.0,原田和真,1143,1:49.9,2,10-11-11,35.2,363.8,13.0,470(0),[東]小野次郎,1125,202405050806,2024-11-24,東京,芝,1800.0,良
11,2,2,シュトレームング,2022106808,牝2,55.0,柴田大知,1009,1:50.3,2.1/2,1-2-2,36.7,170.5,11.0,354(0),[東]和田雄二,1143,202405050806,2024-11-24,東京,芝,1800.0,良
12,7,10,アクアリッズ,2022100684,牡2,56.0,菅原明良,1179,1:50.4,1/2,2-2-2,36.8,52.6,9.0,470(0),[東]森一誠,1201,202405050806,2024-11-24,東京,芝,1800.0,良
13,4,4,カスミヅキ,2022103401,牡2,53.0,石神深道,1209,1:51.9,9,12-11-12,37.0,283.3,12.0,444(0),[東]和田雄二,1143,202405050806,2024-11-24,東京,芝,1800.0,良
1,5,10,フクチャントウメイ,2021105086,牡3,57.0,ルメール,5339,1:25.1,,7-6,36.7,2.5,1.0,540(+6),[東]加藤征弘,1059,202405050807,2024-11-24,東京,ダート,1400.0,良
2,6,12,ダイオジェナイト,2021105432,牡3,57.0,内田博幸,422,1:25.2,クビ,15-14,36.0,10.6,5.0,440(+2),[東]稲垣幸雄,1167,202405050807,2024-11-24,東京,ダート,1400.0,良
3,4,8,マーゴットレーヴ,2020105813,牝4,56.0,川田将雅,1088,1:25.4,1.1/4,10-8,36.8,4.1,2.0,466(-2),[東]伊坂重信,1177,202405050807,2024-11-24,東京,ダート,1400.0,良
4,6,11,ラッキーヤース,2021101081,牡3,57.0,津村明秀,1092,1:25.5,1/2,14-10,36.7,14.5,6.0,470(+4),[東]鈴木伸尋,1026,202405050807,2024-11-24,東京,ダート,1400.0,良
5,7,13,イエルバブエナ,2020106899,牡4,58.0,江田照男,689,1:26.1,4,2-2,38.2,247.8,14.0,484(+10),[東]村田一誠,1190,202405050807,2024-11-24,東京,ダート,1400.0,良
6,3,5,ウエヲムイテゴラン,2021103226,牝3,55.0,北村宏司,1043,1:26.3,1,12-13,37.3,7.3,3.0,450(+2),[東]萩原清,1017,202405050807,2024-11-24,東京,ダート,1400.0,良
7,8,16,サルモン,2020105983,牡4,58.0,石橋脩,1077,1:26.4,3/4,1-1,38.7,17.4,8.0,520(-8),[東]加藤士津,1169,202405050807,2024-11-24,東京,ダート,1400.0,良
8,2,3,グリモワール,2019102371,牝5,52.0,小林美駒,1206,1:27.0,4,4-4,38.8,353.7,16.0,502(+18),[東]奥平雅士,1074,202405050807,2024-11-24,東京,ダート,1400.0,良
9,3,6,エテルネル,2020101830,牝4,56.0,石川裕紀,1150,1:27.2,1,8-8,38.7,100.2,11.0,492(+26),[東]池上昌和,1150,202405050807,2024-11-24,東京,ダート,1400.0,良
10,2,4,ケイツードラム,2020107061,牡4,58.0,原田和真,1143,1:27.3,1/2,12-10,38.4,167.5,13.0,470(+22),[東]蛯名利弘,1131,202405050807,2024-11-24,東京,ダート,1400.0,良
11,8,15,グランプリショット,2021104631,牡3,57.0,マーカン,5626,1:27.6,1.1/2,4-6,39.3,34.3,10.0,502(+10),[東]加藤征弘,1059,202405050807,2024-11-24,東京,ダート,1400.0,良
12,5,9,ロサンゼルス,2021103711,牡3,55.0,小林脩斗,1183,1:27.6,クビ,10-14,38.4,130.3,12.0,524(-2),[東]伊藤圭三,1023,202405050807,2024-11-24,東京,ダート,1400.0,良
13,1,1,グローブフェイム,2020104105,牝4,56.0,柴田大知,1009,1:27.8,3/4,4-4,39.6,295.9,15.0,456(+10),[東]田中剛,1119,202405050807,2024-11-24,東京,ダート,1400.0,良
14,4,7,レッドレナート,2021103145,牡3,57.0,戸崎圭太,5386,1:27.9,3/4,2-2,40.0,29.3,9.0,498(+14),[東]手塚貴久,1038,202405050807,2024-11-24,東京,ダート,1400.0,良
15,7,14,リプレゼント,2020103559,牡4,58.0,菅原明良,1179,1:27.9,ハナ,8-10,39.1,9.4,4.0,502(+4),[東]高柳瑞樹,1118,202405050807,2024-11-24,東京,ダート,1400.0,良
16,1,2,アルプスオジョー,2021100540,牝3,55.0,田辺裕信,1075,1:28.8,5,16-16,38.2,16.5,7.0,510(+12),[東]小西一男,405,202405050807,2024-11-24,東京,ダート,1400.0,良
1,8,9,ディアナザール,2022104933,牡2,56.0,Ｃ．デム,5473,1:33.4,,2-2,35.0,2.8,1.0,474(-4),[西]斉藤崇史,1151,202405050808,2024-11-24,東京,芝,1600.0,良
2,2,2,シンフォーエバー,2022110114,牡2,56.0,戸崎圭太,5386,1:33.5,3/4,1-1,35.5,7.3,4.0,494(0),[西]森秀行,427,202405050808,2024-11-24,東京,芝,1600.0,良
3,6,6,ガルダイア,2022104596,牡2,56.0,ムーア,5366,1:33.6,1/2,5-5,34.3,3.7,2.0,470(+2),[東]国枝栄,399,202405050808,2024-11-24,東京,芝,1600.0,良
